Año,Trimestre,Provincia,Usuarios totales,Accesos por cada 100 hogares,Banda ancha fija,Dial up,ADSL,Cablemodem,Fibra óptica,Wireless,Mbps (Media de bajada),Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Más de 30 Mbps
2017,4,San Juan,58624,30.3,57965,659,54079,451,812,2246,6,220,1062,57525,90,0,20,2
2017,4,San Luis,14904,10.59,14604,300,11104,1119,335,170,6,590,1010,12822,80,0,10,7
2017,4,Santa Cruz,29452,28.91,29018,434,18614,1668,582,4638,5,680,780,29073,6550,1000,10,3
2017,4,Santa Fe,672460,61.71,672137,323,341680,293831,10602,10965,10,3109,34132,309998,108939,151329,30736,19602
2017,4,Santiago Del Estero,68844,29.13,68842,2,27313,40407,19,1025,6,410,3091,43544,18773,3359,320,2
2017,4,Tierra Del Fuego,28854,59.89,28346,508,19372,6906,530,10,5,60,3100,31334,20,0,0,0
2017,4,Tucumán,162332,39.9,162298,34,156583,5223,105,1020,9,1050,8164,78750,45241,24318,1303,4367
2017,3,Provincia de Buenos Aires,3057960,55.63,3046758,11202,1288025,1571180,124920,35058,8,6577,51411,1733479,311652,676137,140812,108400
2017,3,Capital Federal,1570359,121.86,1563289,7070,583249,941092,33481,2814,11,2830,33924,590689,311411,4263,120675,91917
2017,3,Catamarca,33478,32.49,33467,11,26873,4411,12,10,5,520,3204,15383,5758,2563,500,1
2017,3,Chaco,93759,29.98,93747,12,54888,37307,456,360,8,950,3496,40059,23008,20307,3827,2004
2017,3,Chubut,83544,46.22,81067,2477,56359,5645,1217,13503,3,4360,3989,71843,2336,30,0,0
2017,3,Córdoba,696644,62.31,696536,108,344580,319360,10579,7137,9,3270,26154,309161,100113,189302,38131,16741
2017,3,Corrientes,92548,32.17,92536,12,56247,33993,947,1334,7,240,5629,44305,22785,15576,2635,1607
2017,3,Entre Ríos,185464,45.96,185414,50,107774,69596,1786,6245,7,1691,7545,98032,42947,29011,3878,2397
2017,3,Formosa,32105,21.35,32105,0,22647,6816,428,2202,7,1063,3716,13752,5187,6056,8990,459
2017,3,Jujuy,43242,22.65,43241,1,33796,9395,20,230,5,3370,5723,26835,7369,2962,410,2
2017,3,La Pampa,79690,69.14,79280,410,11378,49679,5153,11536,3,3430,8244,64794,8550,5880,3270,51
2017,3,La Rioja,51913,51.47,51896,17,16638,34984,14,2520,5,160,1497,40882,3899,5604,230,3
2017,3,Mendoza,192491,35.7,190958,1533,154036,33788,2772,290,4,320,950,158461,1150,670,290,19
2017,3,Misiones,100476,30.21,100476,0,56472,43880,110,50,8,1058,4123,42900,22808,23913,3843,1881
2017,3,Neuquén,115784,60.83,113755,2029,48001,52468,1044,11576,8,2036,1457,72532,1034,20213,7067,4937
2017,3,Río Negro,107496,48.52,106393,1103,69301,30018,1106,3054,5,4220,5641,83900,3060,10116,2965,1659
2017,3,Salta,132518,39.84,132517,1,80782,50284,127,1580,6,6450,4494,78830,32433,1462,2315,63
2017,3,San Juan,62449,32.37,61789,660,54499,5068,816,1053,3,310,1077,57582,10,0,20,2
2017,3,San Luis,21719,15.48,21408,311,11407,7576,347,260,4,630,30,12325,70,0,10,7
2017,3,Santa Cruz,33690,33.29,33222,468,19220,5487,1544,4552,4,1880,230,29102,5420,660,330,1
2017,3,Santa Fe,662342,60.91,662086,256,322953,290655,6338,4897,8,3116,34019,320017,104453,125339,24536,12982
2017,3,Santiago Del Estero,82794,35.12,82792,2,27733,54096,19,9110,5,690,3288,40435,18489,3047,300,2
2017,3,Tierra Del Fuego,31466,65.74,30883,583,21587,7012,622,10,3,90,2970,33858,0,0,0,0
2017,3,Tucumán,161012,39.7,160979,33,154130,6431,106,400,6,1090,8948,83070,45302,20514,1361,655
2017,2,Provincia de Buenos Aires,3078631,56.27,3067430,11201,1378549,1535037,119132,21555,7,7548,47472,1910156,299009,573298,93059,46178
2017,2,Capital Federal,1600191,124.06,1592175,8016,615262,932466,38628,2819,9,5560,35663,726223,30497,378571,80234,37977
2017,2,Catamarca,26705,25.98,26692,13,26401,255,14,10,5,150,3318,15655,5325,2342,470,1
2017,2,Chaco,90611,29.05,90597,14,54449,35613,458,520,8,1910,3733,42590,22349,18044,3157,545
2017,2,Chubut,63975,35.55,62245,1730,43994,1067,916,13194,3,4030,4186,73760,188,0,0,0
2017,2,Córdoba,657638,58.97,657505,133,341748,303488,4451,6446,7,2510,26862,370865,88479,146683,20351,5069
2017,2,Corrientes,90097,31.39,90085,12,55262,33192,258,1354,7,150,5912,46483,21776,13043,2218,647
2017,2,Entre Ríos,182732,45.39,182675,57,108309,67650,254,6448,6,168,7944,104422,418,23524,2604,823
2017,2,Formosa,29956,19.97,29956,0,22493,6410,17,1023,6,1486,3419,14787,4795,4583,7490,139
2017,2,Jujuy,42657,22.4,42656,1,33742,8858,22,0,5,3110,5877,26915,6974,2538,420,1
2017,2,La Pampa,73022,63.49,72573,449,12754,48310,5194,6253,3,3560,8633,59045,5580,3360,2440,21
2017,2,La Rioja,16289,16.2,16271,18,16244,0,15,20,6,90,1554,9304,3599,1796,240,2
2017,2,Mendoza,170753,31.76,169302,1451,153331,13030,2581,270,4,1090,240,177203,920,500,50,22
2017,2,Misiones,99794,30.09,99794,0,56752,42925,103,50,8,1011,4447,47244,22033,21599,2892,570
2017,2,Neuquén,117433,61.91,115321,2112,51794,50283,1133,11545,7,1542,1395,81272,8490,18051,4774,1703
2017,2,Río Negro,101619,46.02,100621,998,67038,29147,961,3213,5,9730,5606,88085,2450,799,1921,559
2017,2,Salta,108541,32.74,108540,1,80184,27280,115,1580,6,5940,4719,67576,23185,11333,1068,76
2017,2,San Juan,51881,26.96,51261,620,48670,451,772,1073,3,150,1930,58588,0,0,0,4
2017,2,San Luis,13307,9.51,12992,315,11432,1120,354,260,4,80,40,14014,0,0,10,2
2017,2,Santa Cruz,26388,26.25,26019,369,15311,2722,1365,4735,4,1880,240,30913,5410,660,330,0
2017,2,Santa Fe,567280,52.27,566918,362,329813,228102,3234,4958,7,4967,38721,311830,92854,97563,16794,4275
2017,2,Santiago Del Estero,33196,14.12,33194,2,28337,3900,19,9110,5,260,3539,20384,6432,2802,160,0
2017,2,Tierra Del Fuego,32557,68.46,31938,619,22636,6905,665,10,3,160,2850,35409,0,0,0,0
2017,2,Tucumán,154411,38.19,154374,37,149013,5223,116,140,6,960,9236,83342,42536,17788,1371,21
2017,1,Provincia de Buenos Aires,3189376,58.57,3178174,11202,1559178,1465817,118839,212,7,6017,83918,2057698,402315,52354,90937,22299
2017,1,Capital Federal,1399046,108.37,1391030,8016,428801,918328,38259,273,8,5100,1409,678922,218487,277195,66536,19881
2017,1,Catamarca,26317,25.66,26304,13,26020,248,14,10,5,150,3328,15861,4901,2161,490,0
2017,1,Chaco,89050,28.62,89036,14,54430,34277,252,520,7,1910,3835,44544,21467,15671,3025,314
2017,1,Chubut,63896,35.66,62166,1730,43994,999,916,13194,3,4010,4182,73759,1808,0,0,0
2017,1,Córdoba,641199,57.65,641066,133,335673,293479,4871,5782,7,500,28732,391556,82011,118643,19035,2071
2017,1,Corrientes,88608,30.94,88596,12,54993,31994,236,1354,6,150,604,48149,20586,11468,2044,303
2017,1,Entre Ríos,180353,44.91,180296,57,108509,65095,230,6448,6,168,808,108379,39146,20562,2254,317
2017,1,Formosa,29705,19.84,29705,0,22438,6215,16,1023,6,1535,3538,15473,4446,4058,6350,22
2017,1,Jujuy,43203,22.76,43202,1,33869,9278,22,0,4,3300,6213,27824,6486,2306,440,0
2017,1,La Pampa,71913,62.67,71458,455,12754,47195,5194,6253,3,3620,9279,57739,3310,1920,1650,11
2017,1,La Rioja,16225,16.2,16207,18,16180,0,15,20,5,90,1578,9486,3409,1718,220,2
2017,1,Mendoza,170733,31.84,169282,1451,153326,13030,2581,270,4,1060,150,177201,860,500,50,22
2017,1,Misiones,97619,29.52,97619,0,57363,40142,101,50,7,101,4665,45950,23847,19356,2627,166
2017,1,Neuquén,115339,61.02,113227,2112,51771,48109,1124,11665,6,1547,1418,83813,9020,1513,4223,458
2017,1,Río Negro,101288,46.03,100288,1000,67075,28785,954,3213,4,9860,5647,89622,2460,6738,1594,200
2017,1,Salta,107633,32.58,107632,1,79837,26845,114,1580,5,5790,4861,70922,21554,9386,2670,74
2017,1,San Juan,51873,27.04,51253,620,48670,451,772,1073,3,80,1920,58588,0,0,0,4
2017,1,San Luis,13307,9.55,12992,315,11432,1120,354,260,4,80,40,14014,0,0,10,2
2017,1,Santa Cruz,26486,26.52,26116,370,15502,2722,1272,4733,4,1900,230,31078,4740,680,300,0
2017,1,Santa Fe,562882,51.97,562520,362,327458,226094,3210,4948,6,4966,39463,340418,77152,83008,15775,1831
2017,1,Santiago Del Estero,34475,14.7,34473,2,29616,3900,19,9110,5,260,3772,21659,6218,2786,170,0
2017,1,Tierra Del Fuego,32557,68.92,31938,619,22636,6905,665,10,3,160,2850,35409,0,0,0,0
2017,1,Tucumán,152771,37.9,152734,37,147373,5223,116,140,6,960,9682,86470,39155,15951,1383,13
2016,4,Provincia de Buenos Aires,3142701,61.24,3131499,11202,1563542,1414676,118747,21394,6,6055,86281,2085605,403575,467398,72348,17279
2016,4,Capital Federal,1401459,120.63,1393443,8016,434835,914952,38161,2583,8,5170,1477,704324,225723,264582,53506,16756
2016,4,Catamarca,27034,26.54,27021,13,26735,250,14,10,5,150,3478,16519,4889,2077,540,0
2016,4,Chaco,88847,28.79,88833,14,54974,33534,248,520,7,1910,3983,45634,21323,14887,2586,250
2016,4,Chubut,63765,36.07,62035,1730,43994,955,916,13107,3,4010,4493,73951,1352,0,0,0
2016,4,Córdoba,636555,57.7,636422,133,337368,289344,3368,5686,6,500,2938,404645,77966,108368,15458,1606
2016,4,Corrientes,88096,30.98,88084,12,54981,31497,233,1354,6,150,6109,48995,20187,10908,1645,234
2016,4,Entre Ríos,180245,45.21,180188,57,109359,64141,226,6448,6,168,8253,110296,38491,19509,1801,280
2016,4,Formosa,29513,19.85,29513,0,22400,6061,16,1023,6,1573,3519,15791,4114,3855,6490,17
2016,4,Jujuy,42625,22.65,42624,1,33838,8731,22,0,4,3030,6225,27778,6143,2134,430,0
2016,4,La Pampa,71828,63.02,71368,460,12754,47245,5054,6253,3,3680,9789,56694,160,3350,1320,11
2016,4,La Rioja,16316,16.46,16298,18,16270,0,16,20,5,90,1646,9635,3334,1675,130,3
2016,4,Mendoza,170725,32.11,169274,1451,153320,13030,2579,270,4,1140,160,177194,790,490,50,20
2016,4,Misiones,97390,29.72,97390,0,57983,39294,100,50,7,101,4783,47454,23433,18371,2215,126
2016,4,Neuquén,113835,60.87,111723,2112,51742,46389,1124,1191,6,1539,1406,84859,7920,14153,3073,271
2016,4,Río Negro,101020,46.39,100020,1000,67057,28474,954,3274,4,9980,2953,92967,2480,6317,1174,122
2016,4,Salta,106935,32.69,106934,1,79389,26657,110,1580,5,5770,5027,71636,20787,8611,2390,70
2016,4,San Juan,51921,27.29,51301,620,48670,451,772,1121,3,80,2200,58608,0,0,0,4
2016,4,San Luis,13307,9.64,12992,315,11432,1120,354,260,4,80,40,14014,0,0,10,2
2016,4,Santa Cruz,26464,27.05,26094,370,15607,2722,1055,4823,4,1890,230,31369,3420,800,100,0
2016,4,Santa Fe,561832,52.19,561470,362,326721,225792,3201,4946,6,4966,40102,349722,74401,77667,13155,1529
2016,4,Santiago Del Estero,35051,15.07,35049,2,30192,3900,19,9110,5,260,3925,22246,6178,2664,150,0
2016,4,Tierra Del Fuego,32557,70.31,31938,619,22636,6905,665,10,3,160,2850,35409,0,0,0,0
2016,4,Tucumán,151652,37.98,151615,37,146995,4482,116,140,6,960,10021,87994,37721,14389,14,10
2016,3,Provincia de Buenos Aires,3086592,60.14,3075387,11205,1574216,1355770,113463,18867,6,5856,107945,2148475,39353,399116,529,13318
2016,3,Capital Federal,1403104,120.77,1395053,8051,447726,905105,36796,2514,7,3310,9950,759028,208249,240856,38341,13886
2016,3,Catamarca,26970,26.48,26957,13,26689,248,14,10,5,150,4038,16183,4845,1853,500,0
2016,3,Chaco,89230,28.91,89216,14,56251,32730,232,20,7,1900,5227,46821,21193,13746,2022,217
2016,3,Chubut,63952,36.18,62222,1730,43987,935,916,13364,3,4660,519,74375,6740,0,0,0
2016,3,Córdoba,642591,58.24,642458,133,348481,285480,2540,5695,6,480,41329,415075,75988,99225,11691,1322
2016,3,Corrientes,88340,31.07,88328,12,55934,30813,217,1354,6,150,7425,49471,19956,10006,1263,210
2016,3,Entre Ríos,181149,45.44,181092,57,112588,61850,206,6441,6,1768,10657,110844,38665,17737,1307,248
2016,3,Formosa,27716,18.64,27716,0,21800,5905,9,0,5,1723,4277,15581,3964,3658,6480,10
2016,3,Jujuy,42538,22.61,42537,1,34250,8236,22,0,4,2860,6878,27425,5943,1978,310,0
2016,3,La Pampa,70364,61.73,69903,461,12751,45952,4910,6236,3,3740,10187,55792,150,2240,1140,11
2016,3,La Rioja,16930,17.07,16912,18,16891,0,15,20,5,90,2349,9686,3316,1562,110,2
2016,3,Mendoza,170624,32.09,169174,1450,153233,13030,2576,280,4,370,100,178186,730,480,50,17
2016,3,Misiones,97997,29.91,97997,0,59776,38130,79,50,7,101,603,48871,23394,17043,1559,91
2016,3,Neuquén,112603,60.21,110491,2112,51752,44739,1093,12402,5,1531,1527,87404,6800,12541,2118,225
2016,3,Río Negro,101026,46.39,100024,1002,67043,28496,942,3293,4,1007,6026,90689,2070,5953,7900,99
2016,3,Salta,107791,32.96,107790,1,80866,26113,90,1570,5,1107,6922,71214,20229,8099,1970,50
2016,3,San Juan,51968,27.32,51348,620,48670,451,770,1174,3,80,2450,58577,0,0,0,2
2016,3,San Luis,13293,9.63,12978,315,11432,1113,354,230,4,70,40,14077,0,0,10,2
2016,3,Santa Cruz,26257,26.84,25886,371,15570,2722,817,4978,4,1890,220,31904,2210,520,90,0
2016,3,Santa Fe,567011,52.67,566625,386,334911,223011,3037,4862,6,3958,49501,360606,72657,69864,1021,1308
2016,3,Santiago Del Estero,35660,15.33,35658,2,31730,3900,19,30,5,260,5097,22747,6216,2497,90,0
2016,3,Tierra Del Fuego,31925,68.94,31306,619,22636,6276,665,10,3,160,2850,35080,0,0,0,0
2016,3,Tucumán,151319,37.9,151282,37,147259,3850,116,530,6,1270,12247,87970,36518,1315,1288,4
2016,2,Provincia de Buenos Aires,3045291,59.34,3032776,12515,1579448,1305949,113070,21163,5,10786,133385,2250898,335296,334723,31494,11933
2016,2,Capital Federal,1394584,120.04,1384824,9760,450644,892209,36669,239,7,4352,1736,859039,146091,21301,19597,13477
2016,2,Catamarca,26556,26.07,26543,13,26262,245,14,10,4,150,5736,14742,4567,1496,470,1
2016,2,Chaco,88251,28.59,88235,16,56112,31825,221,520,6,1970,8063,45823,20346,1209,1571,201
2016,2,Chubut,63856,36.12,62116,1740,43977,867,916,13293,3,5720,5421,73078,7750,0,0,0
2016,2,Córdoba,634914,57.55,634680,234,348891,277615,1709,561,6,2580,5705,437547,7198,82618,8355,1242
2016,2,Corrientes,86956,30.58,86932,24,55511,29845,203,1354,6,410,10018,47916,192,8851,8030,191
2016,2,Entre Ríos,178373,44.74,178194,179,112809,58768,169,6434,5,4734,16368,115000,36917,15522,8490,205
2016,2,Formosa,28802,19.37,28801,1,22101,5658,6,1023,5,1675,5401,14370,3569,3218,5930,10
2016,2,Jujuy,41189,21.89,41187,2,33758,7374,22,0,4,2561,8292,25301,5589,175,30,0
2016,2,La Pampa,68888,60.44,68403,485,12754,44654,4708,6225,3,4290,10616,63928,150,1190,960,11
2016,2,La Rioja,16736,16.88,16718,18,16691,0,15,20,5,100,3151,9043,319,1344,30,5
2016,2,Mendoza,170824,32.13,169274,1550,153321,13030,2576,290,4,4370,300,176922,610,440,50,20
2016,2,Misiones,95815,29.24,95808,7,59573,36145,77,50,6,1973,7899,49586,21385,1482,1073,96
2016,2,Neuquén,110515,59.1,108224,2291,51742,42370,1088,12466,5,1916,1691,88854,5830,10241,1285,208
2016,2,Río Negro,100704,46.24,99631,1073,67031,28100,939,33,4,1189,6107,92158,1940,4877,5200,86
2016,2,Salta,104932,32.08,104929,3,79438,24719,85,1510,5,216,10123,70875,18759,7129,1400,49
2016,2,San Juan,52013,27.34,51392,621,48670,451,770,1214,3,100,2730,57589,0,0,0,4
2016,2,San Luis,13256,9.6,12939,317,11432,1063,354,300,4,120,40,13931,0,0,10,2
2016,2,Santa Cruz,26153,26.73,25797,356,15453,2722,396,4996,4,2440,260,31995,1420,200,0,0
2016,2,Santa Fe,564474,52.44,563867,607,336244,219088,2981,4744,5,9486,67325,374960,68505,60469,6509,1277
2016,2,Santiago Del Estero,36961,15.89,36958,3,32101,3900,19,9110,4,7040,6705,22208,5943,2108,10,0
2016,2,Tierra Del Fuego,31359,67.72,30740,619,22636,5707,665,10,3,160,2860,38773,0,0,0,0
2016,2,Tucumán,148677,37.24,148636,41,145486,2968,116,580,5,2310,18515,83945,33891,1131,1032,2
2016,1,Provincia de Buenos Aires,2942515,57.34,2929903,12612,1583560,1200859,111231,21108,5,7351,9788,2214760,289929,247372,8315,9529
2016,1,Capital Federal,1337896,115.16,1328079,9817,454425,832126,36332,2284,6,231,43686,869048,178665,192644,6577,10838
2016,1,Catamarca,26389,25.91,26376,13,26096,243,15,10,4,150,6102,14653,4241,1334,420,1
2016,1,Chaco,86651,28.08,86635,16,56353,29994,211,520,6,1940,8755,46304,19388,10587,1238,184
2016,1,Chubut,63800,36.09,62060,1740,43967,834,916,1328,3,940,5095,72396,1066,0,0,0
2016,1,Córdoba,609926,55.28,609692,234,350884,252346,674,5636,5,1480,59484,414452,65763,66455,4143,1039
2016,1,Corrientes,85536,30.08,85510,26,55454,28491,192,1354,5,290,1069,47833,18375,7911,5260,170
2016,1,Entre Ríos,174813,43.85,174634,179,113101,54948,146,6425,5,2864,17749,104137,35104,14057,4570,165
2016,1,Formosa,28314,19.04,28313,1,21852,5420,5,1023,5,1738,5731,14163,3229,2906,5440,5
2016,1,Jujuy,40289,21.41,40287,2,33481,6751,22,0,4,2543,8558,22383,5188,1623,0,0
2016,1,La Pampa,65929,57.84,65442,487,12754,41881,4536,6209,3,4260,11065,52117,150,780,710,11
2016,1,La Rioja,16691,16.83,16673,18,16645,0,16,20,5,100,3382,9060,298,1254,20,3
2016,1,Mendoza,170810,32.12,169257,1553,153299,13030,2576,340,4,2350,210,175376,470,430,50,17
2016,1,Misiones,92958,28.37,92951,7,59538,33330,70,50,6,9590,8502,50061,19195,13363,7790,68
2016,1,Neuquén,104261,55.75,101969,2292,51702,36122,1085,12502,4,172,1737,86310,4790,7893,1430,171
2016,1,Río Negro,99822,45.84,98745,1077,66894,27312,937,3341,4,1171,6105,90038,2030,4246,770,81
2016,1,Salta,102426,31.32,102423,3,78973,22741,73,1320,5,1119,10765,65646,17748,6643,1190,31
2016,1,San Juan,51994,27.33,51373,621,48670,451,770,1195,3,90,3090,56447,0,0,0,2
2016,1,San Luis,13232,9.59,12915,317,11432,1042,354,270,4,80,40,13645,0,0,10,2
2016,1,Santa Cruz,26287,26.87,25931,356,15654,2723,396,5088,3,1680,290,32188,80,0,0,0
2016,1,Santa Fe,551996,51.28,551378,618,338052,204816,3014,4686,5,6492,71565,353525,64117,51293,3754,1063
2016,1,Santiago Del Estero,37698,16.21,37695,3,32838,3900,19,9110,4,7030,7219,22805,5769,1898,0,0
2016,1,Tierra Del Fuego,30486,65.83,29867,619,22636,4834,665,10,3,160,2850,33003,0,0,0,0
2016,1,Tucumán,146637,36.72,146596,41,144233,2165,116,740,5,1060,20092,84008,3149,10046,8710,0
2015,4,Provincia de Buenos Aires,2959385,58.29,2946743,12642,1586343,1223603,103269,20397,5,7985,100303,2253197,27456,240188,3835,8180
2015,4,Capital Federal,1370226,118.13,1360381,9845,455427,879950,19818,2273,6,2417,46568,916813,172029,198635,3087,10899
2015,4,Catamarca,26472,26.24,26459,13,26180,242,15,10,4,150,6513,14484,4106,1313,390,1
2015,4,Chaco,86553,28.35,86537,16,56818,29456,186,520,6,1940,9593,46771,18608,10092,1136,159
2015,4,Chubut,64019,36.89,62279,1740,43968,811,916,13521,3,6250,5774,71881,1680,0,0,0
2015,4,Córdoba,626070,57.36,625835,235,353530,266062,480,5613,5,1480,63746,427471,62989,67151,3336,1088
2015,4,Corrientes,85435,30.34,85409,26,55681,28178,177,1354,5,290,11248,48104,17877,7569,4560,150
2015,4,Entre Ríos,174137,44.11,173957,180,113983,53411,122,6427,5,2865,18883,104224,33989,13668,3990,163
2015,4,Formosa,28089,19.07,28088,1,21734,5314,4,1023,5,1791,6081,14279,2704,2713,5190,4
2015,4,Jujuy,39924,21.47,39922,2,32934,6933,22,0,4,2551,8876,21867,5044,1587,0,0
2015,4,La Pampa,66366,58.76,66054,312,12755,42705,4327,6205,3,5920,12951,48798,160,630,490,10
2015,4,La Rioja,16932,17.32,16914,18,16886,0,16,20,5,100,3638,9127,2937,1215,20,3
2015,4,Mendoza,170807,32.49,169251,1556,153293,13030,2572,380,4,2410,230,174719,380,410,50,13
2015,4,Misiones,92853,28.69,92846,7,60252,32533,48,50,6,9590,9169,51029,17281,1369,6750,52
2015,4,Neuquén,107416,58.29,105122,2294,51680,38902,1048,12934,4,1727,2061,89678,4550,7934,90,175
2015,4,Río Negro,99722,46.44,98655,1067,66851,27221,915,3407,4,3282,4473,89062,2010,4024,50,75
2015,4,Salta,101920,31.59,101917,3,78744,22446,47,1290,5,1122,11387,65677,17139,6507,990,5
2015,4,San Juan,52029,27.66,51408,621,48670,451,770,123,3,90,3860,55761,0,0,0,2
2015,4,San Luis,13218,9.71,12901,317,11432,1025,354,300,4,80,40,13473,0,0,10,2
2015,4,Santa Cruz,26403,27.74,26047,356,15614,2723,396,5261,3,1880,260,32338,30,0,0,0
2015,4,Santa Fe,561672,52.61,561045,627,339843,212911,2885,4596,5,6659,7577,361264,60985,51258,3079,1189
2015,4,Santiago Del Estero,39135,17.0,39132,3,33582,4365,19,1139,4,7030,7836,23074,5669,1856,0,0
2015,4,Tierra Del Fuego,29953,66.46,29334,619,22636,4301,665,10,3,160,2850,32662,0,0,0,0
2015,4,Tucumán,146095,37.06,146053,42,144188,1653,116,880,5,1070,218,83887,29942,9507,8370,0
2015,3,Provincia de Buenos Aires,2928765,57.69,2916070,12695,1585467,1183894,113590,19989,5,8361,107351,2266948,262564,200491,2642,7720
2015,3,Capital Federal,1372068,118.29,1362193,9875,454815,871262,30974,2229,6,2448,4934,942525,159618,175594,2028,10022
2015,3,Catamarca,26093,25.86,26080,13,25801,242,15,10,4,150,6871,14206,4143,8120,430,1
2015,3,Chaco,85370,27.96,85354,16,56282,28809,186,520,5,2400,10353,47131,19016,7498,9790,157
2015,3,Chubut,63883,36.81,62143,1740,43964,792,916,13408,3,6410,5886,71668,1670,0,0,0
2015,3,Córdoba,622998,57.08,622761,237,351692,264055,1450,5412,5,1500,68765,429787,61109,59372,2582,1048
2015,3,Corrientes,84959,30.17,84931,28,55792,27604,176,134,5,330,11921,48127,18168,6111,4530,146
2015,3,Entre Ríos,172434,43.68,172252,182,113909,51945,122,6261,5,2863,20385,103990,34788,9924,3840,153
2015,3,Formosa,27752,18.84,27751,1,21573,5264,2,8990,4,1862,6521,14354,2791,1842,3790,2
2015,3,Jujuy,39550,21.27,39548,2,32598,6895,22,0,4,2549,9278,21588,5169,9660,0,0
2015,3,La Pampa,65471,57.96,64976,495,12755,41886,4078,6195,3,6130,13087,47660,90,550,390,10
2015,3,La Rioja,16771,17.15,16753,18,16725,0,16,20,4,100,384,9102,2984,8320,0,3
2015,3,Mendoza,170823,32.49,169261,1562,153299,13030,2572,420,4,2560,250,173430,450,180,50,13
2015,3,Misiones,91622,28.31,91615,7,59921,31635,46,50,6,9580,9809,51234,17367,11654,5590,43
2015,3,Neuquén,100616,54.6,98376,2240,47102,36620,1045,13051,4,1733,2124,85044,2100,6599,20,155
2015,3,Río Negro,99614,46.39,98529,1085,66806,27130,917,3415,4,3372,4457,88691,990,3826,10,62
2015,3,Salta,100573,31.18,100570,3,78064,21688,47,1290,4,1126,12223,65405,17451,4318,610,5
2015,3,San Juan,52030,27.67,51409,621,48670,451,770,1231,3,90,3910,54963,0,0,0,2
2015,3,San Luis,13219,9.71,12902,317,11432,1025,354,310,4,90,40,13286,0,0,10,2
2015,3,Santa Cruz,26271,27.61,25912,359,15540,2718,396,5226,3,1900,250,32266,20,0,0,0
2015,3,Santa Fe,556738,52.15,556097,641,337042,209673,4169,4426,5,6767,80817,363177,59531,42021,232,1133
2015,3,Santiago Del Estero,39397,17.12,39394,3,33886,4365,19,1097,4,7030,8332,23158,5956,1249,0,0
2015,3,Tierra Del Fuego,33737,74.86,33118,619,22636,8085,665,10,3,150,2850,36408,20,0,0,0
2015,3,Tucumán,144314,36.61,144272,42,142925,1135,116,880,5,1070,23687,83654,29998,6232,6230,0
2015,2,Provincia de Buenos Aires,2883790,56.8,2871079,12711,1581770,1141052,115660,19268,4,8714,137189,2299705,243503,159922,201,6712
2015,2,Capital Federal,1346284,116.07,1336391,9893,453178,858342,19786,2172,5,2493,51799,990112,148569,142976,1482,9258
2015,2,Catamarca,25679,25.45,25666,13,25387,242,15,10,4,150,7253,14003,3776,5930,370,1
2015,2,Chaco,83848,27.46,83832,16,55767,27809,179,520,5,2880,11058,47551,17675,6337,7880,149
2015,2,Chubut,63485,36.58,61745,1740,43949,762,916,13055,3,6560,6032,55791,1680,0,0,0
2015,2,Córdoba,609746,55.87,609510,236,348130,255596,435,5199,5,1560,72695,434717,54993,46415,1956,903
2015,2,Corrientes,83316,29.58,83288,28,55238,26553,157,1321,5,340,12542,48015,17184,5039,3790,126
2015,2,Entre Ríos,169492,42.93,169309,183,113378,49767,119,6031,5,2864,21986,104043,32293,7867,3540,136
2015,2,Formosa,27050,18.36,27013,37,21097,5164,2,7370,4,1881,6907,14247,2436,1324,2570,1
2015,2,Jujuy,37722,20.29,37720,2,32183,5482,22,0,3,2479,9474,20248,4792,7300,0,0
2015,2,La Pampa,64052,56.71,63552,500,12756,40825,3719,619,3,5737,8182,46235,270,240,250,10
2015,2,La Rioja,16509,16.88,16491,18,16463,0,16,20,4,100,4082,9093,268,6410,0,3
2015,2,Mendoza,170823,32.49,169259,1564,153301,13030,2572,380,4,2680,260,170451,420,160,50,13
2015,2,Misiones,88519,27.35,88512,7,59179,29283,37,50,5,9580,1036,51671,15022,10072,4080,33
2015,2,Neuquén,97885,53.12,95644,2241,47078,34183,1044,12781,4,1755,2348,82727,2140,5168,20,110
2015,2,Río Negro,98727,45.98,97640,1087,66738,26268,916,3457,4,3413,4525,87362,970,324,10,51
2015,2,Salta,98267,30.46,98264,3,77214,20297,47,1290,4,1123,1302,64737,16241,3114,290,5
2015,2,San Juan,51988,27.64,51367,621,48670,451,770,1189,3,80,4100,51568,0,0,0,2
2015,2,San Luis,13221,9.71,12904,317,11432,1025,354,330,4,90,40,13204,0,0,10,2
2015,2,Santa Cruz,25763,27.07,25384,379,15343,2707,396,4917,3,2100,250,25519,20,0,0,0
2015,2,Santa Fe,546388,51.18,545739,649,333117,204685,2877,432,4,6827,86016,364441,53205,33894,1856,1014
2015,2,Santiago Del Estero,39378,17.11,39375,3,33873,4365,19,1091,4,7030,8779,23456,5553,8880,0,0
2015,2,Tierra Del Fuego,33579,74.51,32960,619,22636,7927,665,10,3,150,2850,36073,20,0,0,0
2015,2,Tucumán,140677,35.69,140635,42,139944,479,116,880,4,1070,25178,83462,26966,4502,4550,0
2015,1,Provincia de Buenos Aires,2861842,56.37,2847076,14766,1583135,1096836,134177,18754,4,8882,123589,2267852,22007,126958,1561,5700
